0, System Idle Process ,2018-05-03 18:25:37
4, System ,2018-05-03 18:25:37
192, svchost.exe ,2018-05-03 18:25:37
272, fontdrvhost.exe ,2018-05-03 18:25:37
388, conhost.exe ,2018-05-03 18:25:37
432, smss.exe ,2018-05-03 18:25:37
460, svchost.exe ,2018-05-03 18:25:37
480, WUDFHost.exe ,2018-05-03 18:25:37
712, csrss.exe ,2018-05-03 18:25:37
824, wininit.exe ,2018-05-03 18:25:37
832, csrss.exe ,2018-05-03 18:25:37
896, services.exe ,2018-05-03 18:25:37
916, lsass.exe ,2018-05-03 18:25:37
976, svchost.exe ,2018-05-03 18:25:37
1020, pycharm64.exe ,2018-05-03 18:25:37
1040, svchost.exe ,2018-05-03 18:25:37
1056, svchost.exe ,2018-05-03 18:25:37
1068, RuntimeBroker.exe ,2018-05-03 18:25:37
1104, winlogon.exe ,2018-05-03 18:25:37
1120, DDVCollectorSvcApi.exe ,2018-05-03 18:25:37
1132, RNDBWMService.exe ,2018-05-03 18:25:37
1176, fontdrvhost.exe ,2018-05-03 18:25:37
1236, dwm.exe ,2018-05-03 18:25:37
1376, svchost.exe ,2018-05-03 18:25:37
1392, svchost.exe ,2018-05-03 18:25:37
1420, svchost.exe ,2018-05-03 18:25:37
1460, svchost.exe ,2018-05-03 18:25:37
1472, svchost.exe ,2018-05-03 18:25:37
1600, svchost.exe ,2018-05-03 18:25:38
1624, svchost.exe ,2018-05-03 18:25:38
1640, svchost.exe ,2018-05-03 18:25:38
1696, chrome.exe ,2018-05-03 18:25:38
1732, svchost.exe ,2018-05-03 18:25:38
1752, svchost.exe ,2018-05-03 18:25:38
1804, svchost.exe ,2018-05-03 18:25:38
1824, IAStorIcon.exe ,2018-05-03 18:25:38
1828, svchost.exe ,2018-05-03 18:25:38
1836, svchost.exe ,2018-05-03 18:25:38
1880, igfxCUIService.exe ,2018-05-03 18:25:38
1924, svchost.exe ,2018-05-03 18:25:38
1996, svchost.exe ,2018-05-03 18:25:38
2012, RuntimeBroker.exe ,2018-05-03 18:25:38
2064, atiesrxx.exe ,2018-05-03 18:25:38
2152, LockApp.exe ,2018-05-03 18:25:38
2180, svchost.exe ,2018-05-03 18:25:38
2260, svchost.exe ,2018-05-03 18:25:38
2316, svchost.exe ,2018-05-03 18:25:38
2336, svchost.exe ,2018-05-03 18:25:38
2396, svchost.exe ,2018-05-03 18:25:38
2480, atieclxx.exe ,2018-05-03 18:25:38
2492, svchost.exe ,2018-05-03 18:25:38
2500, svchost.exe ,2018-05-03 18:25:38
2560, svchost.exe ,2018-05-03 18:25:38
2568, svchost.exe ,2018-05-03 18:25:38
2592, Memory Compression ,2018-05-03 18:25:38
2600, svchost.exe ,2018-05-03 18:25:38
2660, svchost.exe ,2018-05-03 18:25:38
2680, conhost.exe ,2018-05-03 18:25:38
2716, conhost.exe ,2018-05-03 18:25:38
2724, wlanext.exe ,2018-05-03 18:25:38
2800, svchost.exe ,2018-05-03 18:25:38
2808, RtkAudioService64.exe ,2018-05-03 18:25:38
2876, RAVBg64.exe ,2018-05-03 18:25:38
2896, svchost.exe ,2018-05-03 18:25:38
2904, svchost.exe ,2018-05-03 18:25:38
2984, svchost.exe ,2018-05-03 18:25:38
3048, svchost.exe ,2018-05-03 18:25:38
3080, spoolsv.exe ,2018-05-03 18:25:38
3140, svchost.exe ,2018-05-03 18:25:38
3248, conhost.exe ,2018-05-03 18:25:38
3268, chrome.exe ,2018-05-03 18:25:38
3324, armsvc.exe ,2018-05-03 18:25:38
3332, esif_uf.exe ,2018-05-03 18:25:38
3340, ibtsiva.exe ,2018-05-03 18:25:38
3348, AdminService.exe ,2018-05-03 18:25:38
3360, svchost.exe ,2018-05-03 18:25:38
3368, svchost.exe ,2018-05-03 18:25:38
3376, IntelCpHDCPSvc.exe ,2018-05-03 18:25:38
3384, EvtEng.exe ,2018-05-03 18:25:38
3392, svchost.exe ,2018-05-03 18:25:38
3404, svchost.exe ,2018-05-03 18:25:38
3412, OfficeClickToRun.exe ,2018-05-03 18:25:38
3460, app_updater.exe ,2018-05-03 18:25:38
3520, mcsacore.exe ,2018-05-03 18:25:38
3532, mfemms.exe ,2018-05-03 18:25:38
3608, ModuleCoreService.exe ,2018-05-03 18:25:38
3672, svchost.exe ,2018-05-03 18:25:38
3728, mysqld.exe ,2018-05-03 18:25:38
3756, PEFService.exe ,2018-05-03 18:25:38
3772, RegSrvc.exe ,2018-05-03 18:25:38
3816, svchost.exe ,2018-05-03 18:25:38
3844, SmartByteNetworkService.exe ,2018-05-03 18:25:38
3892, SecurityHealthService.exe ,2018-05-03 18:25:38
3900, chrome.exe ,2018-05-03 18:25:38
3928, svchost.exe ,2018-05-03 18:25:38
4008, TrueColorALS.exe ,2018-05-03 18:25:38
4016, svchost.exe ,2018-05-03 18:25:38
4044, WavesSysSvc64.exe ,2018-05-03 18:25:38
4084, svchost.exe ,2018-05-03 18:25:38
4104, ZeroConfigService.exe ,2018-05-03 18:25:38
4312, mfevtps.exe ,2018-05-03 18:25:38
4392, chrome.exe ,2018-05-03 18:25:38
4604, igfxext.exe ,2018-05-03 18:25:38
4748, svchost.exe ,2018-05-03 18:25:38
4920, McChHost.exe ,2018-05-03 18:25:38
5012, svchost.exe ,2018-05-03 18:25:38
5104, svchost.exe ,2018-05-03 18:25:38
5264, svchost.exe ,2018-05-03 18:25:38
5292, svchost.exe ,2018-05-03 18:25:38
5336, MMSSHOST.exe ,2018-05-03 18:25:38
5368, mfevtps.exe ,2018-05-03 18:25:38
5540, svchost.exe ,2018-05-03 18:25:38
5596, IntelCpHeciSvc.exe ,2018-05-03 18:25:38
5616, chrome.exe ,2018-05-03 18:25:38
5628, IAStorDataMgrSvc.exe ,2018-05-03 18:25:38
6012, DDVDataCollector.exe ,2018-05-03 18:25:38
6184, chrome.exe ,2018-05-03 18:25:38
6188, chrome.exe ,2018-05-03 18:25:38
6292, jhi_service.exe ,2018-05-03 18:25:38
6392, unsecapp.exe ,2018-05-03 18:25:38
6492, WmiPrvSE.exe ,2018-05-03 18:25:38
6648, ctfmon.exe ,2018-05-03 18:25:38
6704, MfeAVSvc.exe ,2018-05-03 18:25:38
6728, mfefire.exe ,2018-05-03 18:25:38
6744, mcapexe.exe ,2018-05-03 18:25:38
7000, mcshield.exe ,2018-05-03 18:25:38
7180, WmiPrvSE.exe ,2018-05-03 18:25:38
7256, sppsvc.exe ,2018-05-03 18:25:38
7292, svchost.exe ,2018-05-03 18:25:38
7668, explorer.exe ,2018-05-03 18:25:38
7676, svchost.exe ,2018-05-03 18:25:38
7692, esif_assist_64.exe ,2018-05-03 18:25:38
7716, RuntimeBroker.exe ,2018-05-03 18:25:38
7812, svchost.exe ,2018-05-03 18:25:38
7840, svchost.exe ,2018-05-03 18:25:38
7872, saUI.exe ,2018-05-03 18:25:38
7896, igfxEM.exe ,2018-05-03 18:25:38
7908, sihost.exe ,2018-05-03 18:25:38
7928, svchost.exe ,2018-05-03 18:25:38
8004, conhost.exe ,2018-05-03 18:25:38
8080, PresentationFontCache.exe ,2018-05-03 18:25:38
8108, SkypeHost.exe ,2018-05-03 18:25:38
8116, taskhostw.exe ,2018-05-03 18:25:38
8512, SearchUI.exe ,2018-05-03 18:25:38
8660, RNDBWM.exe ,2018-05-03 18:25:38
8712, GoogleCrashHandler.exe ,2018-05-03 18:25:38
8732, GoogleCrashHandler64.exe ,2018-05-03 18:25:38
9056, dllhost.exe ,2018-05-03 18:25:38
